start_time,end_time,duration_sec,src_ip,dst_ip,protocol,src_port,dst_port,bytes,packets
2025-09-09 07:15:47.532032,2025-09-09 07:20:30.532032,283,10.0.5.236,172.16.9.23,TCP,3389,80,12684,11
2025-09-08 15:01:31.532032,2025-09-08 15:05:53.532032,262,10.0.10.59,172.16.6.190,UDP,80,3389,534962,383
2025-09-09 03:15:09.532032,2025-09-09 03:16:07.532032,58,10.0.1.1,172.16.4.217,ICMP,110,80,671244,802
2025-09-08 10:34:43.532032,2025-09-08 10:35:27.532032,44,10.0.8.40,172.16.3.153,UDP,53,110,966309,802
2025-09-08 20:04:25.532032,2025-09-08 20:05:22.532032,57,10.0.9.200,172.16.8.180,TCP,22,80,205238,145
2025-09-09 03:34:31.532032,2025-09-09 03:37:18.532032,167,10.0.4.155,172.16.7.132,TCP,443,443,202987,367
2025-09-08 10:54:34.532032,2025-09-08 10:57:39.532032,185,10.0.3.115,172.16.8.78,UDP,110,110,230200,799
2025-09-08 19:57:13.532032,2025-09-08 20:00:27.532032,194,10.0.8.11,172.16.2.129,ICMP,22,443,169361,131
2025-09-08 19:53:27.532032,2025-09-08 19:54:51.532032,84,10.0.5.169,172.16.10.64,ICMP,3389,443,44763,250
2025-09-08 19:47:03.532032,2025-09-08 19:47:14.532032,11,10.0.9.226,172.16.0.104,UDP,22,110,139893,103
2025-09-09 05:30:39.532032,2025-09-09 05:30:57.532032,18,10.0.1.90,172.16.3.12,TCP,80,22,288096,596
2025-09-09 06:29:23.532032,2025-09-09 06:33:22.532032,239,10.0.10.229,172.16.4.124,TCP,25,22,334557,2130
2025-09-09 02:38:49.532032,2025-09-09 02:41:13.532032,144,10.0.0.157,172.16.4.23,ICMP,110,443,64425,65
2025-09-09 07:14:48.532032,2025-09-09 07:17:49.532032,181,10.0.7.150,172.16.5.101,UDP,443,22,73014,223
2025-09-08 19:57:45.532032,2025-09-08 20:01:04.532032,199,10.0.2.6,172.16.9.149,ICMP,22,80,974567,3103
2025-09-08 18:07:53.532032,2025-09-08 18:08:14.532032,21,10.0.0.234,172.16.4.195,ICMP,53,3389,874240,8487
2025-09-09 00:30:38.532032,2025-09-09 00:34:30.532032,232,10.0.8.99,172.16.8.167,UDP,3389,53,916226,640
2025-09-08 20:41:03.532032,2025-09-08 20:42:59.532032,116,10.0.9.11,172.16.7.46,UDP,3389,110,926825,1055
2025-09-09 06:46:26.532032,2025-09-09 06:47:03.532032,37,10.0.5.140,172.16.4.43,UDP,53,53,746431,1564
2025-09-09 01:08:08.532032,2025-09-09 01:12:18.532032,250,10.0.5.35,172.16.5.172,ICMP,53,53,889217,991
2025-09-08 19:40:44.532032,2025-09-08 19:43:10.532032,146,10.0.2.245,172.16.3.85,TCP,25,3389,564426,2464
2025-09-09 00:30:13.532032,2025-09-09 00:31:07.532032,54,10.0.8.248,172.16.5.241,TCP,53,80,350003,258
2025-09-08 14:23:13.532032,2025-09-08 14:26:38.532032,205,10.0.10.89,172.16.5.9,UDP,3389,53,403250,579
2025-09-08 18:40:02.532032,2025-09-08 18:43:25.532032,203,10.0.0.170,172.16.10.189,UDP,53,53,861401,615
2025-09-08 22:46:18.532032,2025-09-08 22:51:10.532032,292,10.0.0.189,172.16.8.19,UDP,443,110,903273,1062
2025-09-09 06:12:09.532032,2025-09-09 06:14:46.532032,157,10.0.7.97,172.16.0.162,UDP,22,22,749196,788
2025-09-09 04:10:40.532032,2025-09-09 04:11:38.532032,58,10.0.0.30,172.16.5.104,UDP,443,110,688336,555
2025-09-08 09:39:10.532032,2025-09-08 09:42:25.532032,195,10.0.1.238,172.16.9.3,ICMP,3389,443,369026,366
2025-09-09 05:06:30.532032,2025-09-09 05:07:13.532032,43,10.0.2.36,172.16.1.18,UDP,110,3389,152013,216
2025-09-08 11:55:22.532032,2025-09-08 12:00:10.532032,288,10.0.8.169,172.16.0.234,ICMP,25,3389,766602,1652
2025-09-09 00:55:55.532032,2025-09-09 00:57:06.532032,71,10.0.3.203,172.16.2.153,ICMP,22,3389,793501,682
2025-09-09 06:10:41.532032,2025-09-09 06:15:32.532032,291,10.0.5.39,172.16.7.96,UDP,443,22,814670,660
2025-09-08 10:31:53.532032,2025-09-08 10:32:09.532032,16,10.0.10.86,172.16.3.193,UDP,3389,110,58655,42
2025-09-09 05:22:34.532032,2025-09-09 05:23:01.532032,27,10.0.1.128,172.16.0.52,ICMP,22,25,569554,3390
2025-09-08 09:54:47.532032,2025-09-08 09:55:26.532032,39,10.0.1.144,172.16.10.167,ICMP,22,25,834954,561
2025-09-08 11:25:55.532032,2025-09-08 11:29:56.532032,241,10.0.6.52,172.16.1.31,UDP,80,3389,151562,828
2025-09-09 05:11:21.532032,2025-09-09 05:15:23.532032,242,10.0.1.70,172.16.6.115,TCP,443,25,625222,714
2025-09-08 17:11:57.532032,2025-09-08 17:13:42.532032,105,10.0.1.177,172.16.5.92,TCP,80,80,402165,1441
2025-09-09 04:34:22.532032,2025-09-09 04:37:08.532032,166,10.0.9.74,172.16.6.62,ICMP,80,22,959016,755
2025-09-08 22:01:48.532032,2025-09-08 22:01:57.532032,9,10.0.10.125,172.16.8.32,TCP,25,53,133045,174
2025-09-09 03:20:36.532032,2025-09-09 03:24:14.532032,218,10.0.4.40,172.16.3.111,UDP,25,22,191867,336
2025-09-08 19:50:38.532032,2025-09-08 19:54:46.532032,248,10.0.5.188,172.16.1.107,UDP,110,443,841172,955
2025-09-08 23:09:08.532032,2025-09-08 23:09:55.532032,47,10.0.8.122,172.16.6.164,UDP,110,443,549101,462
2025-09-08 23:07:23.532032,2025-09-08 23:07:44.532032,21,10.0.8.225,172.16.8.202,ICMP,443,443,563582,495
2025-09-08 17:29:23.532032,2025-09-08 17:34:10.532032,287,10.0.6.148,172.16.2.171,ICMP,25,3389,719634,1009
2025-09-09 05:12:00.532032,2025-09-09 05:12:03.532032,3,10.0.8.110,172.16.5.112,TCP,3389,22,722527,1148
2025-09-08 14:43:42.532032,2025-09-08 14:48:26.532032,284,10.0.1.234,172.16.5.105,ICMP,53,3389,944716,1093
2025-09-09 02:14:01.532032,2025-09-09 02:14:35.532032,34,10.0.5.207,172.16.1.131,UDP,25,3389,878852,1419
2025-09-09 00:37:23.532032,2025-09-09 00:41:15.532032,232,10.0.10.45,172.16.8.200,TCP,443,110,870435,11159
2025-09-08 19:01:51.532032,2025-09-08 19:03:20.532032,89,10.0.8.136,172.16.4.236,UDP,80,25,384371,807
2025-09-09 05:57:56.532032,2025-09-09 06:02:42.532032,286,10.0.2.169,172.16.4.230,UDP,80,22,296551,223
2025-09-08 22:27:06.532032,2025-09-08 22:30:27.532032,201,10.0.2.125,172.16.4.208,UDP,3389,443,741048,14530
2025-09-08 18:58:33.532032,2025-09-08 19:02:01.532032,208,10.0.3.174,172.16.10.102,UDP,3389,110,736024,13143
2025-09-08 15:25:19.532032,2025-09-08 15:29:53.532032,274,10.0.4.150,172.16.1.79,UDP,80,80,435390,494
2025-09-08 22:46:34.532032,2025-09-08 22:47:37.532032,63,10.0.4.9,172.16.7.156,ICMP,53,110,202765,180
2025-09-08 21:20:16.532032,2025-09-08 21:21:40.532032,84,10.0.10.139,172.16.2.15,ICMP,110,3389,694440,579
2025-09-08 23:31:34.532032,2025-09-08 23:36:07.532032,273,10.0.8.72,172.16.3.102,UDP,3389,3389,231353,1168
2025-09-09 06:27:00.532032,2025-09-09 06:29:52.532032,172,10.0.4.107,172.16.0.30,ICMP,3389,53,28977,35
2025-09-09 01:23:48.532032,2025-09-09 01:27:15.532032,207,10.0.6.204,172.16.2.159,UDP,25,443,22466,53
2025-09-09 05:57:58.532032,2025-09-09 05:58:52.532032,54,10.0.3.237,172.16.2.144,TCP,25,3389,560809,869
2025-09-08 09:43:12.532032,2025-09-08 09:43:18.532032,6,10.0.10.108,172.16.4.216,ICMP,443,25,572553,2112
2025-09-08 16:32:48.532032,2025-09-08 16:37:05.532032,257,10.0.3.74,172.16.8.164,UDP,3389,22,650880,899
2025-09-08 19:24:00.532032,2025-09-08 19:28:17.532032,257,10.0.1.122,172.16.6.245,ICMP,22,443,994319,1717
2025-09-08 22:09:08.532032,2025-09-08 22:14:08.532032,300,10.0.3.36,172.16.6.79,TCP,80,3389,107844,90
2025-09-08 15:55:24.532032,2025-09-08 15:57:10.532032,106,10.0.0.4,172.16.10.120,UDP,80,3389,492794,348
2025-09-09 02:41:43.532032,2025-09-09 02:45:49.532032,246,10.0.1.242,172.16.8.62,UDP,53,80,124992,139
2025-09-09 06:10:09.532032,2025-09-09 06:14:27.532032,258,10.0.6.216,172.16.1.161,ICMP,25,80,737983,1192
2025-09-08 09:34:25.532032,2025-09-08 09:36:23.532032,118,10.0.5.161,172.16.4.42,UDP,3389,80,808262,3120
2025-09-08 21:03:00.532032,2025-09-08 21:06:11.532032,191,10.0.6.118,172.16.9.46,UDP,3389,22,215681,436
2025-09-08 19:34:02.532032,2025-09-08 19:37:53.532032,231,10.0.4.137,172.16.2.249,UDP,53,22,825769,2139
2025-09-08 09:50:29.532032,2025-09-08 09:52:07.532032,98,10.0.8.70,172.16.6.102,TCP,110,25,905628,4333
2025-09-08 17:12:21.532032,2025-09-08 17:14:24.532032,123,10.0.4.64,172.16.7.50,UDP,443,53,816767,5556
2025-09-08 13:15:10.532032,2025-09-08 13:18:22.532032,192,10.0.9.254,172.16.5.91,TCP,3389,110,646387,1008
2025-09-08 18:07:22.532032,2025-09-08 18:08:56.532032,94,10.0.5.45,172.16.5.126,TCP,80,25,833605,1003
2025-09-08 21:11:28.532032,2025-09-08 21:15:25.532032,237,10.0.0.62,172.16.2.59,TCP,443,110,933269,3142
2025-09-08 09:11:34.532032,2025-09-08 09:14:33.532032,179,10.0.8.58,172.16.2.246,UDP,110,25,480809,2246
2025-09-08 20:14:19.532032,2025-09-08 20:17:00.532032,161,10.0.3.89,172.16.1.162,TCP,53,80,224592,373
2025-09-09 07:47:24.532032,2025-09-09 07:51:26.532032,242,10.0.5.208,172.16.3.13,UDP,80,110,692342,715
2025-09-08 10:00:57.532032,2025-09-08 10:04:56.532032,239,10.0.7.3,172.16.4.178,TCP,80,80,946520,778
2025-09-09 03:30:04.532032,2025-09-09 03:32:21.532032,137,10.0.4.183,172.16.0.148,ICMP,22,80,382210,4444
2025-09-09 00:04:47.532032,2025-09-09 00:08:10.532032,203,10.0.7.36,172.16.10.95,ICMP,3389,443,260377,1142
2025-09-09 06:57:49.532032,2025-09-09 07:01:44.532032,235,10.0.5.224,172.16.4.199,UDP,110,25,596516,955
2025-09-08 12:57:42.532032,2025-09-08 13:00:11.532032,149,10.0.6.34,172.16.5.129,ICMP,3389,22,111349,123
2025-09-09 04:03:33.532032,2025-09-09 04:03:47.532032,14,10.0.9.168,172.16.3.86,ICMP,3389,53,898386,671
2025-09-09 08:15:06.532032,2025-09-09 08:16:33.532032,87,10.0.6.168,172.16.5.225,UDP,443,22,811238,839
2025-09-08 16:32:17.532032,2025-09-08 16:35:41.532032,204,10.0.3.188,172.16.2.79,TCP,3389,22,84046,694
2025-09-08 22:02:40.532032,2025-09-08 22:06:30.532032,230,10.0.6.134,172.16.6.252,ICMP,80,443,922224,1494
2025-09-08 14:19:48.532032,2025-09-08 14:20:01.532032,13,10.0.8.156,172.16.2.218,TCP,110,22,81597,1483
2025-09-08 11:37:56.532032,2025-09-08 11:42:29.532032,273,10.0.3.114,172.16.7.208,UDP,53,53,4083,4
2025-09-09 02:00:38.532032,2025-09-09 02:01:06.532032,28,10.0.0.70,172.16.8.166,UDP,53,25,790664,725
2025-09-09 05:43:47.532032,2025-09-09 05:47:19.532032,212,10.0.3.26,172.16.4.171,TCP,22,22,148936,783
2025-09-08 20:02:20.532032,2025-09-08 20:06:28.532032,248,10.0.6.215,172.16.4.72,UDP,110,443,723844,1018
2025-09-08 15:42:55.532032,2025-09-08 15:43:35.532032,40,10.0.6.196,172.16.5.78,UDP,25,443,167045,1415
2025-09-08 22:54:22.532032,2025-09-08 22:57:03.532032,161,10.0.9.92,172.16.7.98,TCP,3389,25,812203,1187
2025-09-08 21:57:41.532032,2025-09-08 22:01:47.532032,246,10.0.3.192,172.16.3.36,TCP,22,110,57568,114
2025-09-09 00:35:20.532032,2025-09-09 00:40:03.532032,283,10.0.1.69,172.16.3.176,UDP,25,3389,338160,289
2025-09-08 11:12:17.532032,2025-09-08 11:12:55.532032,38,10.0.5.192,172.16.9.136,UDP,25,443,396810,1771
2025-09-08 13:12:27.532032,2025-09-08 13:15:53.532032,206,10.0.0.198,172.16.2.130,TCP,53,3389,907154,907
2025-09-09 01:12:20.532032,2025-09-09 01:12:45.532032,25,10.0.3.9,172.16.6.133,ICMP,53,25,529123,436
2025-09-08 23:04:40.532032,2025-09-08 23:06:15.532032,95,10.0.10.102,172.16.2.216,UDP,443,3389,382070,406
2025-09-08 19:48:56.532032,2025-09-08 19:53:03.532032,247,10.0.7.232,172.16.3.145,TCP,53,22,288789,820
2025-09-08 14:09:33.532032,2025-09-08 14:11:40.532032,127,10.0.6.241,172.16.10.74,TCP,53,22,560767,3098
2025-09-09 01:12:58.532032,2025-09-09 01:14:52.532032,114,10.0.10.224,172.16.10.85,TCP,22,3389,42737,53
2025-09-08 19:56:45.532032,2025-09-08 19:59:05.532032,140,10.0.3.187,172.16.10.116,UDP,22,25,744631,528
2025-09-09 05:14:55.532032,2025-09-09 05:19:43.532032,288,10.0.9.69,172.16.1.173,ICMP,443,3389,377236,357
2025-09-08 23:03:55.532032,2025-09-08 23:08:43.532032,288,10.0.5.60,172.16.2.41,TCP,22,110,133070,211
2025-09-09 08:28:39.532032,2025-09-09 08:30:01.532032,82,10.0.4.23,172.16.9.218,ICMP,53,3389,789598,2483
2025-09-08 20:41:46.532032,2025-09-08 20:45:45.532032,239,10.0.4.108,172.16.6.123,UDP,443,53,733439,1093
2025-09-08 23:19:41.532032,2025-09-08 23:24:09.532032,268,10.0.10.110,172.16.4.217,ICMP,3389,3389,256638,325
2025-09-09 00:50:39.532032,2025-09-09 00:54:24.532032,225,10.0.1.140,172.16.9.208,TCP,80,53,959218,718
2025-09-08 12:07:21.532032,2025-09-08 12:08:47.532032,86,10.0.9.155,172.16.2.95,TCP,3389,443,475822,377
2025-09-08 15:01:49.532032,2025-09-08 15:06:22.532032,273,10.0.0.228,172.16.3.82,ICMP,3389,110,986667,2497
2025-09-08 18:46:55.532032,2025-09-08 18:49:05.532032,130,10.0.10.141,172.16.9.42,TCP,53,3389,31955,62
2025-09-08 22:19:13.532032,2025-09-08 22:22:44.532032,211,10.0.3.73,172.16.0.169,UDP,3389,110,678014,1091
2025-09-09 01:13:26.532032,2025-09-09 01:13:40.532032,14,10.0.9.169,172.16.2.237,ICMP,25,3389,417462,326
2025-09-08 17:29:15.532032,2025-09-08 17:31:04.532032,109,10.0.8.204,172.16.8.214,UDP,443,80,598840,903
2025-09-09 01:56:19.532032,2025-09-09 01:56:33.532032,14,10.0.4.149,172.16.2.83,TCP,53,53,649404,607
2025-09-08 20:55:09.532032,2025-09-08 20:56:27.532032,78,10.0.2.124,172.16.2.207,UDP,22,22,817502,698
2025-09-09 00:09:46.532032,2025-09-09 00:10:56.532032,70,10.0.7.46,172.16.6.198,TCP,3389,22,238423,330
2025-09-08 10:37:33.532032,2025-09-08 10:39:41.532032,128,10.0.5.49,172.16.8.210,ICMP,110,443,164603,185
2025-09-08 11:12:05.532032,2025-09-08 11:15:31.532032,206,10.0.5.109,172.16.2.31,ICMP,443,25,696206,7032
2025-09-08 12:02:24.532032,2025-09-08 12:03:14.532032,50,10.0.8.155,172.16.7.122,TCP,110,443,335724,3903
2025-09-08 19:47:43.532032,2025-09-08 19:49:45.532032,122,10.0.3.80,172.16.10.36,ICMP,110,443,410689,515
2025-09-08 16:35:19.532032,2025-09-08 16:37:49.532032,150,10.0.6.105,172.16.5.239,UDP,3389,3389,2275,2
2025-09-08 21:04:42.532032,2025-09-08 21:09:06.532032,264,10.0.7.248,172.16.7.186,ICMP,443,25,618837,424
2025-09-08 13:45:38.532032,2025-09-08 13:49:41.532032,243,10.0.5.35,172.16.4.60,UDP,3389,443,723358,1446
2025-09-08 21:50:00.532032,2025-09-08 21:52:39.532032,159,10.0.2.195,172.16.10.46,ICMP,80,3389,138752,131
2025-09-08 12:10:14.532032,2025-09-08 12:13:45.532032,211,10.0.5.155,172.16.7.17,ICMP,25,53,600420,443
2025-09-08 11:01:00.532032,2025-09-08 11:03:26.532032,146,10.0.7.77,172.16.1.224,ICMP,53,110,966307,6315
2025-09-08 10:55:38.532032,2025-09-08 10:57:12.532032,94,10.0.4.38,172.16.5.138,UDP,22,22,723548,842
2025-09-08 13:36:51.532032,2025-09-08 13:40:31.532032,220,10.0.2.121,172.16.8.183,TCP,110,22,404533,3210
2025-09-08 18:40:58.532032,2025-09-08 18:43:56.532032,178,10.0.7.182,172.16.9.129,TCP,110,110,833236,2301
2025-09-09 06:56:12.532032,2025-09-09 06:58:53.532032,161,10.0.4.95,172.16.2.44,TCP,3389,80,265399,187
2025-09-08 10:46:40.532032,2025-09-08 10:49:15.532032,155,10.0.0.82,172.16.7.160,UDP,3389,110,385801,1198
2025-09-09 08:17:16.532032,2025-09-09 08:20:47.532032,211,10.0.10.66,172.16.9.52,TCP,22,443,383379,865
2025-09-08 22:05:56.532032,2025-09-08 22:10:33.532032,277,10.0.10.103,172.16.8.201,TCP,110,3389,138250,115
2025-09-08 19:29:26.532032,2025-09-08 19:33:16.532032,230,10.0.6.239,172.16.8.139,UDP,22,80,833926,1882
2025-09-09 03:57:00.532032,2025-09-09 04:00:25.532032,205,10.0.6.125,172.16.6.56,TCP,25,53,516990,387
2025-09-09 04:45:51.532032,2025-09-09 04:48:59.532032,188,10.0.9.94,172.16.4.250,ICMP,53,80,644388,1382
2025-09-09 03:45:06.532032,2025-09-09 03:47:48.532032,162,10.0.0.117,172.16.9.135,TCP,443,25,855098,1143
2025-09-08 09:36:16.532032,2025-09-08 09:37:33.532032,77,10.0.2.207,172.16.0.237,ICMP,3389,3389,929635,791
2025-09-08 19:12:42.532032,2025-09-08 19:13:55.532032,73,10.0.7.219,172.16.4.219,UDP,53,80,173426,306
2025-09-09 00:47:59.532032,2025-09-09 00:50:17.532032,138,10.0.6.165,172.16.1.25,TCP,110,53,146502,99
2025-09-09 05:27:02.532032,2025-09-09 05:31:45.532032,283,10.0.6.188,172.16.10.103,TCP,22,443,700552,622
2025-09-08 14:44:11.532032,2025-09-08 14:47:49.532032,218,10.0.5.187,172.16.0.60,UDP,443,443,50542,65
2025-09-08 11:57:20.532032,2025-09-08 11:57:40.532032,20,10.0.4.240,172.16.9.94,ICMP,80,25,552937,441
2025-09-08 15:48:53.532032,2025-09-08 15:51:23.532032,150,10.0.0.136,172.16.9.57,UDP,3389,22,926372,768
2025-09-08 09:25:45.532032,2025-09-08 09:30:31.532032,286,10.0.1.10,172.16.5.37,UDP,22,25,793309,2209
2025-09-08 11:09:57.532032,2025-09-08 11:12:19.532032,142,10.0.10.198,172.16.9.22,UDP,53,22,469374,1318
2025-09-09 06:12:48.532032,2025-09-09 06:12:58.532032,10,10.0.9.246,172.16.2.157,TCP,80,3389,88266,169
2025-09-09 08:28:40.532032,2025-09-09 08:32:05.532032,205,10.0.1.217,172.16.2.194,ICMP,110,3389,937464,1565
2025-09-09 01:50:06.532032,2025-09-09 01:51:41.532032,95,10.0.5.68,172.16.9.39,UDP,53,53,638290,603
2025-09-09 06:36:30.532032,2025-09-09 06:38:11.532032,101,10.0.8.171,172.16.9.228,TCP,53,80,977809,1820
2025-09-08 12:16:47.532032,2025-09-08 12:16:53.532032,6,10.0.2.2,172.16.3.192,TCP,25,110,66463,133
2025-09-08 18:22:22.532032,2025-09-08 18:24:23.532032,121,10.0.3.245,172.16.6.128,TCP,110,80,643237,4947
2025-09-09 07:10:08.532032,2025-09-09 07:11:32.532032,84,10.0.0.176,172.16.2.48,UDP,443,443,668851,4029
2025-09-08 13:51:17.532032,2025-09-08 13:53:40.532032,143,10.0.6.79,172.16.1.148,TCP,25,25,698327,1096
2025-09-08 20:20:47.532032,2025-09-08 20:23:46.532032,179,10.0.7.201,172.16.1.247,TCP,25,80,492921,550
2025-09-09 07:38:27.532032,2025-09-09 07:41:36.532032,189,10.0.1.128,172.16.1.175,TCP,3389,443,158820,109
2025-09-08 23:19:41.532032,2025-09-08 23:24:04.532032,263,10.0.7.205,172.16.10.209,TCP,3389,53,244902,1345
2025-09-08 22:45:47.532032,2025-09-08 22:46:53.532032,66,10.0.8.84,172.16.6.8,ICMP,22,25,285207,1224
2025-09-08 21:49:37.532032,2025-09-08 21:54:29.532032,292,10.0.7.215,172.16.1.117,ICMP,53,3389,25623,174
2025-09-09 02:23:52.532032,2025-09-09 02:28:00.532032,248,10.0.6.120,172.16.0.199,TCP,80,110,612935,3443
2025-09-08 12:33:26.532032,2025-09-08 12:33:33.532032,7,10.0.2.18,172.16.2.240,UDP,3389,443,777232,963
2025-09-09 02:45:02.532032,2025-09-09 02:46:19.532032,77,10.0.2.83,172.16.5.43,UDP,53,3389,706846,1936
2025-09-08 15:10:48.532032,2025-09-08 15:11:00.532032,12,10.0.5.226,172.16.8.98,TCP,3389,25,639634,516
2025-09-08 16:58:09.532032,2025-09-08 17:02:59.532032,290,10.0.9.23,172.16.6.95,TCP,22,22,391910,420
2025-09-09 02:22:29.532032,2025-09-09 02:24:51.532032,142,10.0.8.34,172.16.10.143,TCP,3389,22,712282,517
2025-09-09 06:52:27.532032,2025-09-09 06:54:37.532032,130,10.0.10.223,172.16.7.132,UDP,110,3389,99337,86
2025-09-08 12:53:00.532032,2025-09-08 12:56:05.532032,185,10.0.6.71,172.16.6.205,UDP,22,22,471328,335
2025-09-09 01:13:34.532032,2025-09-09 01:14:31.532032,57,10.0.4.66,172.16.6.66,TCP,22,110,417451,408
2025-09-08 22:15:02.532032,2025-09-08 22:19:49.532032,287,10.0.4.149,172.16.7.223,UDP,22,25,865360,2953
2025-09-08 20:26:10.532032,2025-09-08 20:27:47.532032,97,10.0.10.84,172.16.9.156,TCP,110,110,928896,2764
2025-09-08 19:17:33.532032,2025-09-08 19:18:37.532032,64,10.0.7.183,172.16.1.187,TCP,53,443,600564,1479
2025-09-09 06:49:04.532032,2025-09-09 06:53:11.532032,247,10.0.1.91,172.16.3.74,UDP,53,22,594715,6260
2025-09-08 20:09:59.532032,2025-09-08 20:12:06.532032,127,10.0.9.139,172.16.6.56,TCP,3389,80,100909,149
2025-09-09 00:22:58.532032,2025-09-09 00:26:51.532032,233,10.0.9.137,172.16.6.51,UDP,80,3389,223199,286
2025-09-08 10:58:15.532032,2025-09-08 10:59:10.532032,55,10.0.8.208,172.16.0.184,UDP,3389,3389,498127,886
2025-09-09 02:03:16.532032,2025-09-09 02:05:15.532032,119,10.0.9.12,172.16.6.133,ICMP,110,3389,458808,703
2025-09-08 19:21:32.532032,2025-09-08 19:25:03.532032,211,10.0.3.23,172.16.2.157,TCP,25,53,56699,42
2025-09-08 23:19:24.532032,2025-09-08 23:22:26.532032,182,10.0.5.247,172.16.5.60,ICMP,3389,443,65865,112
2025-09-09 00:07:22.532032,2025-09-09 00:11:35.532032,253,10.0.4.69,172.16.5.75,ICMP,53,53,783077,550
2025-09-09 07:51:29.532032,2025-09-09 07:56:27.532032,298,10.0.6.16,172.16.10.245,TCP,3389,443,715504,1428
2025-09-08 15:48:06.532032,2025-09-08 15:52:55.532032,289,10.0.10.98,172.16.10.154,TCP,3389,443,156641,223
2025-09-08 14:20:58.532032,2025-09-08 14:21:00.532032,2,10.0.2.55,172.16.2.184,UDP,22,3389,782172,872
2025-09-08 23:39:59.532032,2025-09-08 23:41:49.532032,110,10.0.3.27,172.16.1.82,ICMP,80,53,594980,407
2025-09-08 17:49:59.532032,2025-09-08 17:51:28.532032,89,10.0.9.90,172.16.10.154,ICMP,80,22,908475,773
2025-09-08 14:37:58.532032,2025-09-08 14:38:27.532032,29,10.0.7.122,172.16.0.140,ICMP,80,53,673341,6352
2025-09-09 06:49:13.532032,2025-09-09 06:52:08.532032,175,10.0.10.223,172.16.8.212,TCP,443,443,150189,113
2025-09-09 01:56:13.532032,2025-09-09 01:56:15.532032,2,10.0.7.212,172.16.5.251,TCP,3389,3389,422594,354
2025-09-09 03:23:05.532032,2025-09-09 03:26:22.532032,197,10.0.9.82,172.16.3.73,TCP,110,443,908808,895
2025-09-08 19:20:56.532032,2025-09-08 19:23:13.532032,137,10.0.1.88,172.16.3.158,ICMP,53,25,297226,355
2025-09-08 12:15:54.532032,2025-09-08 12:17:00.532032,66,10.0.2.208,172.16.9.106,ICMP,22,110,161685,177
2025-09-08 21:59:34.532032,2025-09-08 22:01:34.532032,120,10.0.5.130,172.16.7.113,TCP,110,25,796692,957
2025-09-09 07:23:13.532032,2025-09-09 07:24:49.532032,96,10.0.6.103,172.16.2.187,TCP,3389,443,932298,1349
2025-09-08 12:32:17.532032,2025-09-08 12:32:45.532032,28,10.0.3.221,172.16.4.183,TCP,443,3389,111127,113
2025-09-09 05:01:10.532032,2025-09-09 05:03:03.532032,113,10.0.3.239,172.16.9.130,UDP,443,3389,359060,279
2025-09-08 16:43:14.532032,2025-09-08 16:45:51.532032,157,10.0.3.114,172.16.4.231,TCP,53,53,485253,695
2025-09-08 17:27:37.532032,2025-09-08 17:28:22.532032,45,10.0.9.24,172.16.6.106,UDP,110,53,860477,600
2025-09-08 17:51:13.532032,2025-09-08 17:52:02.532032,49,10.0.9.190,172.16.3.115,UDP,80,3389,225846,858
2025-09-08 09:14:21.532032,2025-09-08 09:18:36.532032,255,10.0.10.38,172.16.7.208,ICMP,80,443,269504,265
2025-09-08 13:12:29.532032,2025-09-08 13:13:32.532032,63,10.0.6.181,172.16.4.239,ICMP,443,3389,949639,1577
2025-09-08 09:51:37.532032,2025-09-08 09:53:28.532032,111,10.0.10.147,172.16.9.218,TCP,25,25,498554,852
2025-09-08 10:36:07.532032,2025-09-08 10:37:38.532032,91,10.0.4.196,172.16.1.148,TCP,3389,3389,52736,517
2025-09-08 18:11:14.532032,2025-09-08 18:13:54.532032,160,10.0.3.41,172.16.10.219,TCP,53,25,340544,277
2025-09-08 18:03:11.532032,2025-09-08 18:06:33.532032,202,10.0.1.228,172.16.7.244,TCP,110,3389,637591,526
2025-09-08 11:04:06.532032,2025-09-08 11:06:32.532032,146,10.0.5.124,172.16.7.107,UDP,3389,25,61013,177
2025-09-08 16:25:09.532032,2025-09-08 16:26:54.532032,105,10.0.0.238,172.16.1.218,UDP,53,443,423264,381
2025-09-08 17:33:25.532032,2025-09-08 17:37:37.532032,252,10.0.1.173,172.16.3.88,UDP,443,22,257192,304
2025-09-09 05:56:49.532032,2025-09-09 05:57:41.532032,52,10.0.7.6,172.16.2.134,ICMP,25,3389,765588,629
2025-09-09 01:03:07.532032,2025-09-09 01:03:52.532032,45,10.0.0.197,172.16.7.94,TCP,22,3389,409108,1085
2025-09-08 20:35:06.532032,2025-09-08 20:37:59.532032,173,10.0.2.186,172.16.5.179,ICMP,3389,25,646428,1506
2025-09-09 03:50:06.532032,2025-09-09 03:54:12.532032,246,10.0.1.6,172.16.2.123,UDP,25,80,961958,809
2025-09-08 18:29:20.532032,2025-09-08 18:32:45.532032,205,10.0.10.117,172.16.4.220,UDP,80,25,119505,128
2025-09-08 21:06:30.532032,2025-09-08 21:07:02.532032,32,10.0.7.139,172.16.8.208,ICMP,3389,53,39602,105
2025-09-08 23:58:32.532032,2025-09-09 00:02:55.532032,263,10.0.10.170,172.16.1.238,UDP,80,53,671835,559
2025-09-08 11:27:51.532032,2025-09-08 11:30:53.532032,182,10.0.8.91,172.16.1.189,ICMP,110,25,498015,336
